25	5315
25.01	5520
25.02	5495
25.03	5610
25.04	5635
25.05	5485
25.06	5715
25.07	5385
25.08	5460
25.09	5575
25.1	5565
25.11	5285
25.12	5390
25.13	5390
25.14	5410
25.15	5345
25.16	5210
25.17	5505
25.18	5520
25.19	5365
25.2	5080
25.21	5320
25.22	5495
25.23	5215
25.24	5280
25.25	5315
25.26	5305
25.27	5050
25.28	5535
25.29	5005
25.3	5540
25.31	5395
25.32	5435
25.33	5165
25.34	5425
25.35	5415
25.36	5365
25.37	5255
25.38	5200
25.39	5265
25.4	5365
25.41	5195
25.42	5470
25.43	5300
25.44	5515
25.45	5385
25.46	5310
25.47	5350
25.48	5275
25.49	5515
25.5	5235
25.51	5090
25.52	5145
25.53	5125
25.54	5440
25.55	5315
25.56	5235
25.57	5130
25.58	5335
25.59	4945
25.6	5305
25.61	5225
25.62	5300
25.63	5065
25.64	5300
25.65	5170
25.66	5055
25.67	4745
25.68	5030
25.69	4950
25.7	5175
25.71	5460
25.72	5215
25.73	5075
25.74	5040
25.75	4900
25.76	5140
25.77	5020
25.78	5500
25.79	5010
25.8	4890
25.81	5075
25.82	5100
25.83	4930
25.84	5265
25.85	5360
25.86	5140
25.87	5230
25.88	5110
25.89	5160
25.9	5070
25.91	5135
25.92	4980
25.93	5135
25.94	5100
25.95	4835
25.96	4990
25.97	4980
25.98	5130
25.99	5000
26	5070
26.01	5235
26.02	4925
26.03	4805
26.04	4830
26.05	5165
26.06	5125
26.07	4875
26.08	4825
26.09	5075
26.1	5155
26.11	5100
26.12	5015
26.13	5180
26.14	4815
26.15	4865
26.16	5145
26.17	4890
26.18	5115
26.19	5030
26.2	4695
26.21	4760
26.22	4900
26.23	5060
26.24	4970
26.25	4895
26.26	5115
26.27	4785
26.28	4660
26.29	4790
26.3	5085
26.31	4865
26.32	4660
26.33	4950
26.34	5070
26.35	5085
26.36	4990
26.37	4705
26.38	4955
26.39	4750
26.4	4935
26.41	4890
26.42	4960
26.43	4770
26.44	4530
26.45	4735
26.46	4920
26.47	4950
26.48	5000
26.49	5005
26.5	4770
26.51	4765
26.52	4845
26.53	4705
26.54	4545
26.55	4915
26.56	4870
26.57	4750
26.58	4610
26.59	4635
26.6	4440
26.61	4500
26.62	4840
26.63	4820
26.64	4795
26.65	4940
26.66	4805
26.67	5030
26.68	4710
26.69	4935
26.7	4670
26.71	4610
26.72	4670
26.73	5040
26.74	4850
26.75	4830
26.76	4815
26.77	4895
26.78	4500
26.79	4490
26.8	4600
26.81	4800
26.82	4695
26.83	4535
26.84	4500
26.85	4725
26.86	4500
26.87	4665
26.88	4505
26.89	4965
26.9	4540
26.91	4590
26.92	4855
26.93	4830
26.94	4645
26.95	4655
26.96	4865
26.97	4495
26.98	4640
26.99	4630
27	4440
27.01	4630
27.02	4430
27.03	4440
27.04	4475
27.05	4575
27.06	4610
27.07	4725
27.08	4445
27.09	4480
27.1	4540
27.11	4660
27.12	4360
27.13	4335
27.14	4440
27.15	4885
27.16	4750
27.17	4705
27.18	4465
27.19	4835
27.2	4410
27.21	4540
27.22	4435
27.23	4605
27.24	4480
27.25	4350
27.26	4630
27.27	4440
27.28	4390
27.29	4265
27.3	4515
27.31	4645
27.32	4390
27.33	4455
27.34	4470
27.35	4555
27.36	4435
27.37	4645
27.38	4625
27.39	4400
27.4	4330
27.41	4390
27.42	4400
27.43	4380
27.44	4380
27.45	4475
27.46	4200
27.47	4420
27.48	4490
27.49	4435
27.5	4390
27.51	4535
27.52	4395
27.53	4500
27.54	4380
27.55	4475
27.56	4195
27.57	4455
27.58	4385
27.59	4360
27.6	4480
27.61	4520
27.62	4355
27.63	4325
27.64	4305
27.65	4135
27.66	4205
27.67	4520
27.68	4395
27.69	4295
27.7	4255
27.71	4515
27.72	4215
27.73	4335
27.74	4465
27.75	4420
27.76	4305
27.77	4030
27.78	4310
27.79	4465
27.8	4515
27.81	4405
27.82	4480
27.83	4355
27.84	4375
27.85	4370
27.86	4220
27.87	4380
27.88	4605
27.89	4160
27.9	4210
27.91	4360
27.92	4545
27.93	4340
27.94	4585
27.95	4305
27.96	4295
27.97	4280
27.98	4600
27.99	4480
28	4625
28.01	4515
28.02	4475
28.03	4605
28.04	4685
28.05	4720
28.06	4715
28.07	4625
28.08	4895
28.09	5330
28.1	5025
28.11	5130
28.12	5260
28.13	5135
28.14	5490
28.15	5470
28.16	5760
28.17	6150
28.18	6045
28.19	6445
28.2	6630
28.21	6735
28.22	7230
28.23	7430
28.24	7845
28.25	7365
28.26	7775
28.27	7705
28.28	7850
28.29	7715
28.3	7550
28.31	7445
28.32	7320
28.33	7265
28.34	6970
28.35	6680
28.36	6200
28.37	6245
28.38	6080
28.39	6080
28.4	5610
28.41	5495
28.42	5385
28.43	5295
28.44	5210
28.45	4840
28.46	4840
28.47	4790
28.48	4755
28.49	4500
28.5	4490
28.51	4795
28.52	4575
28.53	4430
28.54	4475
28.55	4595
28.56	4310
28.57	4510
28.58	4315
28.59	4035
28.6	4225
28.61	4020
28.62	4315
28.63	4310
28.64	4265
28.65	3965
28.66	4100
28.67	4310
28.68	4045
28.69	4225
28.7	4145
28.71	4060
28.72	4275
28.73	4010
28.74	4165
28.75	3970
28.76	4070
28.77	4130
28.78	4065
28.79	3985
28.8	4225
28.81	4120
28.82	3995
28.83	3915
28.84	3710
28.85	4165
28.86	4065
28.87	3605
28.88	3790
28.89	4060
28.9	3955
28.91	3950
28.92	3880
28.93	3970
28.94	4090
28.95	3915
28.96	3720
28.97	3870
28.98	3885
28.99	3915
29	4035
29.01	4075
29.02	3625
29.03	3670
29.04	4140
29.05	3855
29.06	3945
29.07	3945
29.08	3760
29.09	4035
29.1	3745
29.11	3925
29.12	3855
29.13	3970
29.14	4000
29.15	3405
29.16	3855
29.17	4025
29.18	3905
29.19	3905
29.2	3945
29.21	3790
29.22	3775
29.23	3920
29.24	3935
29.25	4130
29.26	4130
29.27	3645
29.28	4030
29.29	3930
29.3	3995
29.31	4310
29.32	4205
29.33	4150
29.34	4140
29.35	4410
29.36	4465
29.37	4815
29.38	4735
29.39	4620
29.4	4415
29.41	4710
29.42	4460
29.43	4455
29.44	4400
29.45	4460
29.46	4365
29.47	4195
29.48	3730
29.49	3920
29.5	3985
29.51	3950
29.52	3685
29.53	3615
29.54	3890
29.55	3830
29.56	3745
29.57	3800
29.58	3520
29.59	3790
29.6	3755
29.61	3715
29.62	3585
29.63	3625
29.64	3730
29.65	3785
29.66	3680
29.67	3850
29.68	3530
29.69	3455
29.7	3590
29.71	3755
29.72	3655
29.73	3620
29.74	3525
29.75	3935
29.76	3785
29.77	3720
29.78	3600
29.79	3530
29.8	3415
29.81	3630
29.82	3795
29.83	3575
29.84	3585
29.85	3670
29.86	3555
29.87	3655
29.88	3665
29.89	3500
29.9	3680
29.91	3910
29.92	3575
29.93	3610
29.94	3755
29.95	3545
29.96	3615
29.97	3635
29.98	3550
29.99	3720
30	3700
30.01	3310
30.02	3435
30.03	3580
30.04	3260
30.05	3355
30.06	3430
30.07	3530
30.08	3595
30.09	3500
30.1	3470
30.11	3625
30.12	3420
30.13	3450
30.14	3455
30.15	3450
30.16	3390
30.17	3190
30.18	3540
30.19	3620
30.2	3425
30.21	3595
30.22	3625
30.23	3455
30.24	3565
30.25	3510
30.26	3415
30.27	3425
30.28	3350
30.29	3555
30.3	3520
30.31	3520
30.32	3480
30.33	3480
30.34	3625
30.35	3650
30.36	3440
30.37	3600
30.38	3560
30.39	3360
30.4	3540
30.41	3490
30.42	3565
30.43	3685
30.44	3510
30.45	3470
30.46	3405
30.47	3465
30.48	3300
30.49	3335
30.5	3520
30.51	3430
30.52	3340
30.53	3375
30.54	3430
30.55	3465
30.56	3355
30.57	3265
30.58	3435
30.59	3525
30.6	3270
30.61	3595
30.62	3385
30.63	3455
30.64	3380
30.65	3565
30.66	3650
30.67	3600
30.68	3305
30.69	3375
30.7	3250
30.71	3325
30.72	3370
30.73	3280
30.74	3600
30.75	3465
30.76	3590
30.77	3435
30.78	3215
30.79	3405
30.8	3315
30.81	3295
30.82	3455
30.83	3365
30.84	3485
30.85	3275
30.86	3200
30.87	3415
30.88	3510
30.89	3495
30.9	3415
30.91	3370
30.92	3420
30.93	3550
30.94	3300
30.95	3265
30.96	3325
30.97	3365
30.98	3135
30.99	3235
31	3270
31.01	3410
31.02	3415
31.03	3390
31.04	3385
31.05	3450
31.06	3205
31.07	3275
31.08	3425
31.09	3335
31.1	3315
31.11	3340
31.12	3100
31.13	3160
31.14	3065
31.15	3045
31.16	3135
31.17	3160
31.18	3480
31.19	3175
31.2	3020
31.21	3270
31.22	3435
31.23	3145
31.24	3115
31.25	3145
31.26	3015
31.27	3090
31.28	3125
31.29	3205
31.3	3140
31.31	3110
31.32	3240
31.33	3135
31.34	3240
31.35	2915
31.36	3065
31.37	3090
31.38	3060
31.39	3280
31.4	3120
31.41	3235
31.42	3235
31.43	3325
31.44	3110
31.45	3090
31.46	3210
31.47	3125
31.48	3195
31.49	3110
31.5	3140
31.51	3165
31.52	3220
31.53	3295
31.54	3210
31.55	3235
31.56	3475
31.57	3240
31.58	3235
31.59	3105
31.6	3015
31.61	3295
31.62	3240
31.63	3205
31.64	3450
31.65	3390
31.66	3295
31.67	3100
31.68	3165
31.69	3260
31.7	3605
31.71	3290
31.72	3475
31.73	3475
31.74	3630
31.75	3565
31.76	3705
31.77	3410
31.78	3595
31.79	3900
31.8	3970
31.81	4020
31.82	4260
31.83	4335
31.84	4365
31.85	4335
31.86	4390
31.87	4585
31.88	4605
31.89	5115
31.9	5165
31.91	4870
31.92	5225
31.93	5145
31.94	5075
31.95	5335
31.96	5165
31.97	5015
31.98	5265
31.99	5090
32	4825
32.01	4765
32.02	4705
32.03	4485
32.04	4540
32.05	4195
32.06	4290
32.07	4245
32.08	3995
32.09	4090
32.1	3605
32.11	3540
32.12	3615
32.13	3610
32.14	3510
32.15	3345
32.16	3440
32.17	3290
32.18	3375
32.19	3105
32.2	3075
32.21	3255
32.22	2955
32.23	3235
32.24	3025
32.25	3100
32.26	2950
32.27	3255
32.28	3085
32.29	3175
32.3	3080
32.31	2885
32.32	3015
32.33	3070
32.34	2910
32.35	3125
32.36	3010
32.37	2725
32.38	2900
32.39	3305
32.4	3045
32.41	3040
32.42	3105
32.43	2945
32.44	3030
32.45	3075
32.46	2840
32.47	3140
32.48	2960
32.49	3050
32.5	3000
32.51	2980
32.52	2860
32.53	2775
32.54	2660
32.55	2885
32.56	2930
